auction_number,accepted_amount_2nd_round,maturity_date,amount_to_central_bank,quantity_accepted_2nd_round,quantity_accepted,rate,auction_type,auction_date,accepted_amount,benchmark,quantity_tendered,bond_type,quantity_to_central_bank,settlement_date
531,"503041422,36",2029-01-01,0.0,499994,2000000,10.973,Venda,2023-06-07,2011351431.21,NTN-F 6 anos,2000000,NTN-F,0,2023-06-09
530,"2201331570,57",2026-07-01,0.0,2999997,12000000,10.6898,Venda,2023-06-07,8801781572.12,LTN 48 meses,12000000,LTN,0,2023-06-09
530,"2482570719,41",2025-04-01,0.0,2999999,12000000,11.0548,Venda,2023-06-07,9926149295.2,LTN 24 meses,12000000,LTN,0,2023-06-09
530,"216530073,46",2024-04-01,0.0,237998,1000000,12.584,Venda,2023-06-07,909370057.5,LTN 12 meses,1000000,LTN,0,2023-06-09
555,-,2050-08-15,0.0,-,0,0.0,Venda,2023-06-13,0.0,NTN-B 25 anos,150000,NTN-B,0,2023-06-14
555,"510740740,39",2033-05-15,0.0,118993,500000,5.54,Venda,2023-06-13,2145478055.99,NTN-B 10 anos,500000,NTN-B,0,2023-06-14
556,"767673350,86",2029-03-01,0.0,58040,345000,0.178,Venda,2023-06-13,4563185838.49,LFT 6 anos,500000,LFT,0,2023-06-14
554,0,2026-08-15,0.0,0,500000,5.64,Venda,2023-06-13,2124164280.47,NTN-B 3 anos,500000,NTN-B,0,2023-06-14
556,"159702878,17",2026-03-01,0.0,11977,155000,0.0748,Venda,2023-06-13,2066790191.23,LFT 3 anos,500000,LFT,0,2023-06-14
564,0,2023-10-01,0.0,0,1000000,13.3188,Venda,2023-06-15,963485750.0,LTN 6 meses,1000000,LTN,0,2023-06-16
564,0,2025-04-01,0.0,0,3000000,10.9024,Venda,2023-06-15,2493054722.87,LTN 24 meses,3000000,LTN,0,2023-06-16
564,0,2026-07-01,0.0,0,7000000,10.6269,Venda,2023-06-15,5153168066.09,LTN 48 meses,7000000,LTN,0,2023-06-16
565,0,2029-01-01,0.0,0,1000000,10.96,Venda,2023-06-15,1008153656.7,NTN-F 6 anos,1000000,NTN-F,0,2023-06-16
565,"31447395,48",2033-01-01,0.0,32000,500000,11.1497,Venda,2023-06-15,491158101.8,NTN-F 10 anos,500000,NTN-F,0,2023-06-16
588,0,2026-03-01,0.0,0,229350,0.0665,Venda,2023-06-20,3066693944.66,LFT 3 anos,750000,LFT,0,2023-06-21
586,"162465506,95",2028-08-15,0.0,37620,1000000,5.417,Venda,2023-06-20,4318594017.99,NTN-B 5 anos,1000000,NTN-B,0,2023-06-21
587,-,2060-08-15,0.0,-,36300,5.59,Venda,2023-06-20,162696085.18,NTN-B 40 anos,150000,NTN-B,0,2023-06-21
587,"154713428,64",2040-08-15,0.0,34935,150000,5.53,Venda,2023-06-20,664145002.02,NTN-B 15 anos,150000,NTN-B,0,2023-06-21
588,0,2029-03-01,0.0,0,488250,0.164,Venda,2023-06-20,6479678792.54,LFT 6 anos,750000,LFT,0,2023-06-21
599,"494754669,89",2033-01-01,0.0,499995,2000000,11.0578,Venda,2023-06-22,1978211469.39,NTN-F 10 anos,2000000,NTN-F,0,2023-06-23
599,"506682783,96",2029-01-01,0.0,499996,2000000,10.895,Venda,2023-06-22,2025914025.75,NTN-F 6 anos,2000000,NTN-F,0,2023-06-23
598,"921040491,09",2026-07-01,0.0,1248328,5000000,10.632,Venda,2023-06-22,3687612143.57,LTN 48 meses,5000000,LTN,0,2023-06-23
598,"1038523640,12",2025-04-01,0.0,1248328,5000000,10.9889,Venda,2023-06-22,4157935297.17,LTN 24 meses,5000000,LTN,0,2023-06-23
598,"155449345,86",2024-04-01,0.0,169998,1000000,12.5289,Venda,2023-06-22,913990000.0,LTN 12 meses,1000000,LTN,0,2023-06-23
630,"48813380,27",2050-08-15,0.0,10993,150000,5.6167,Venda,2023-06-27,666253629.29,NTN-B 25 anos,150000,NTN-B,0,2023-06-28
630,"638079286,29",2033-05-15,0.0,147071,750000,5.4147,Venda,2023-06-27,3254903407.49,NTN-B 10 anos,750000,NTN-B,0,2023-06-28
631,"1001419049,61",2029-03-01,0.0,75262,679250,0.1635,Venda,2023-06-27,9037945968.53,LFT 6 anos,1000000,LFT,0,2023-06-28
629,"557344600,12",2026-08-15,0.0,130426,1000000,5.5097,Venda,2023-06-27,4273263000.99,NTN-B 3 anos,1000000,NTN-B,0,2023-06-28
631,0,2026-03-01,0.0,0,134000,0.0673,Venda,2023-06-27,1796286377.73,LFT 3 anos,1000000,LFT,0,2023-06-28
640,"158191802,34",2023-10-01,0.0,163264,1000000,13.26,Venda,2023-06-29,968454713.37,LTN 6 meses,1000000,LTN,0,2023-06-30
640,"1253189891,94",2025-04-01,0.0,1500000,6000000,10.8448,Venda,2023-06-29,5010711900.0,LTN 24 meses,6000000,LTN,0,2023-06-30
640,"1111570592,96",2026-07-01,0.0,1500000,6000000,10.535,Venda,2023-06-29,4444515462.0,LTN 48 meses,6000000,LTN,0,2023-06-30
641,"241731347,79",2029-01-01,0.0,249998,1000000,10.88,Venda,2023-06-29,1015322063.3,NTN-F 6 anos,1000000,NTN-F,0,2023-06-30
641,"236620356,98",2033-01-01,0.0,249998,1000000,10.9832,Venda,2023-06-29,994883764.2,NTN-F 10 anos,1000000,NTN-F,0,2023-06-30
666,0,2060-08-15,0.0,0,300000,5.4959,Venda,2023-07-04,1365603702.86,NTN-B 40 anos,300000,NTN-B,0,2023-07-05
666,0,2040-08-15,0.0,0,300000,5.3959,Venda,2023-07-04,1348873972.47,NTN-B 15 anos,300000,NTN-B,0,2023-07-05
667,"446215939,2",2029-09-01,0.0,33501,1250000,0.175,Venda,2023-07-04,16649351482.44,LFT 6 anos,1250000,LFT,0,2023-07-05
665,0,2028-08-15,0.0,0,1003500,5.22,Venda,2023-07-04,4375825734.16,NTN-B 5 anos,1250000,NTN-B,0,2023-07-05
667,0,2026-09-01,0.0,0,218550,0.0799,Venda,2023-07-04,2935012243.14,LFT 3 anos,300000,LFT,0,2023-07-05
678,"118901620,45",2033-01-01,0.0,124990,500000,10.9278,Venda,2023-07-06,475448824.5,NTN-F 10 anos,500000,NTN-F,0,2023-07-07
678,"82706244,5",2029-01-01,0.0,84990,500000,10.7689,Venda,2023-07-06,486365500.0,NTN-F 6 anos,500000,NTN-F,0,2023-07-07
677,"334909293,47",2027-07-01,0.0,499991,1780000,10.6448,Venda,2023-07-06,1191818143.15,LTN 48 meses,2000000,LTN,0,2023-07-07
677,"766018430,05",2025-10-01,0.0,956358,4000000,10.4698,Venda,2023-07-06,3202633316.55,LTN 24 meses,4000000,LTN,0,2023-07-07
677,"219392831,64",2024-10-01,0.0,249997,1000000,11.1999,Venda,2023-07-06,877211823.84,LTN 12 meses,1000000,LTN,0,2023-07-07
704,"1024330318,76",2026-08-15,0.0,239073,1000000,5.46,Venda,2023-07-11,4284592232.99,NTN-B 3 anos,1000000,NTN-B,0,2023-07-12
706,"355775198,06",2026-09-01,0.0,26430,76300,0.0865,Venda,2023-07-11,1027077094.86,LFT 3 anos,150000,LFT,0,2023-07-12
705,"313156306,58",2033-05-15,0.0,71718,300000,5.35,Venda,2023-07-11,1309712503.19,NTN-B 10 anos,300000,NTN-B,0,2023-07-12
706,"1491119802,34",2029-09-01,0.0,111608,1005150,0.167,Venda,2023-07-11,13429136525.71,LFT 6 anos,1250000,LFT,0,2023-07-12
705,"318220694,46",2050-08-15,0.0,71446,300000,5.6074,Venda,2023-07-11,1335946948.19,NTN-B 25 anos,300000,NTN-B,0,2023-07-12
725,0,2033-01-01,0.0,0,1500000,10.6478,Venda,2023-07-13,1452586050.8,NTN-F 10 anos,1500000,NTN-F,0,2023-07-14
725,0,2029-01-01,0.0,0,2000000,10.505,Venda,2023-07-13,1969683738.91,NTN-F 6 anos,2000000,NTN-F,0,2023-07-14
724,0,2027-07-01,14981569201.26,0,3000000,10.3974,Venda,2023-07-13,2030022928.47,LTN 48 meses,3000000,LTN,22140000,2023-07-14
724,0,2025-10-01,14964915714.6,0,3000000,10.3241,Venda,2023-07-13,2413696082.72,LTN 24 meses,3000000,LTN,18600000,2023-07-14
724,0,2024-04-01,0.0,0,1000000,12.2358,Venda,2023-07-13,922134811.36,LTN 6 meses,1000000,LTN,0,2023-07-14
764,-,2026-09-01,0.0,-,53450,0.0846,Venda,2023-07-18,721376313.18,LFT 3 anos,150000,LFT,0,2023-07-19
762,"327154,66",2028-08-15,0.0,75,500000,5.2587,Venda,2023-07-18,2181031077.99,NTN-B 5 anos,500000,NTN-B,0,2023-07-19
763,"262476748,75",2040-08-15,0.0,58559,300000,5.4479,Venda,2023-07-18,1344351674.37,NTN-B 15 anos,300000,NTN-B,0,2023-07-19
763,"282517850,62",2060-08-15,0.0,62674,300000,5.5773,Venda,2023-07-18,1351986386.68,NTN-B 40 anos,300000,NTN-B,0,2023-07-19
764,"302260448,92",2029-09-01,15001183267.84,22567,427550,0.168,Venda,2023-07-18,5726567773.35,LFT 6 anos,750000,LFT,1120000,2023-07-19
774,"95133350,28",2033-01-01,0.0,99543,1000000,10.923,Venda,2023-07-20,955306401.53,NTN-F 10 anos,1000000,NTN-F,0,2023-07-21
774,"367241712,18",2029-01-01,0.0,374992,1500000,10.7129,Venda,2023-07-20,1468399989.85,NTN-F 6 anos,1500000,NTN-F,0,2023-07-21
773,"842277862,73",2027-07-01,0.0,1249989,5000000,10.578,Venda,2023-07-20,3367793094.25,LTN 48 meses,5000000,LTN,0,2023-07-21
773,"804857745,13",2025-10-01,0.0,999991,4000000,10.4249,Venda,2023-07-20,3218190188.6,LTN 24 meses,4000000,LTN,0,2023-07-21
773,"220382720,05",2024-10-01,0.0,249996,1000000,11.1786,Venda,2023-07-20,881174018.9,LTN 12 meses,1000000,LTN,0,2023-07-21
794,0,2026-08-15,0.0,0,300000,5.275,Venda,2023-07-25,1294730483.68,NTN-B 3 anos,300000,NTN-B,0,2023-07-26
796,0,2026-09-01,0.0,0,83500,0.087,Venda,2023-07-25,1129739699.7,LFT 3 anos,150000,LFT,0,2023-07-26
795,"305787168,93",2033-05-15,0.0,69542,1000000,5.2847,Venda,2023-07-25,4396461062.98,NTN-B 10 anos,1000000,NTN-B,0,2023-07-26
795,"99199507,68",2050-08-15,0.0,21882,121500,5.491,Venda,2023-07-25,550714185.35,NTN-B 25 anos,150000,NTN-B,0,2023-07-26
796,0,2029-09-01,0.0,0,907250,0.168,Venda,2023-07-25,12182923513.62,LFT 6 anos,1000000,LFT,0,2023-07-26
815,"358077171,99",2033-01-01,0.0,374992,1500000,10.9789,Venda,2023-07-27,1431741548.38,NTN-F 10 anos,1500000,NTN-F,0,2023-07-28
815,"368093234,64",2029-01-01,0.0,374992,1500000,10.7109,Venda,2023-07-27,1471806702.2,NTN-F 6 anos,1500000,NTN-F,0,2023-07-28
814,"1349882466,3",2027-07-01,14953305321.36,1996050,8000000,10.525,Venda,2023-07-27,5408067024.0,LTN 48 meses,8000000,LTN,22120000,2023-07-28
814,"30877710,75",2025-10-01,0.0,38181,3500000,10.275,Venda,2023-07-27,2829419096.0,LTN 24 meses,3500000,LTN,0,2023-07-28
814,"10122849,02",2024-04-01,0.0,10909,1000000,12.0324,Venda,2023-07-27,927517542.3,LTN 6 meses,1000000,LTN,0,2023-07-28
834,-,2060-08-15,0.0,-,29800,5.442,Venda,2023-08-01,137361654.49,NTN-B 40 anos,150000,NTN-B,0,2023-08-02
834,-,2040-08-15,0.0,-,66700,5.347,Venda,2023-08-01,302756292.39,NTN-B 15 anos,150000,NTN-B,0,2023-08-02
835,"395422454,67",2029-09-01,0.0,29370,284150,0.1674,Venda,2023-08-01,3825648297.77,LFT 6 anos,300000,LFT,0,2023-08-02
833,"496507719,18",2028-08-15,0.0,112998,500000,5.139,Venda,2023-08-01,2196975695.49,NTN-B 5 anos,500000,NTN-B,0,2023-08-02
835,-,2026-09-01,0.0,-,11050,0.089,Venda,2023-08-01,149877900.01,LFT 3 anos,150000,LFT,0,2023-08-02
845,0,2024-10-01,0.0,0,500000,10.78,Venda,2023-08-03,444250288.5,LTN 12 meses,500000,LTN,0,2023-08-04
845,0,2025-10-01,0.0,0,500000,10.095,Venda,2023-08-03,406416112.16,LTN 24 meses,500000,LTN,0,2023-08-04
846,0,2033-01-01,0.0,0,709900,10.783,Venda,2023-08-03,686401751.04,NTN-F 10 anos,1000000,NTN-F,0,2023-08-04
846,"6531027,7",2029-01-01,0.0,6600,1000000,10.545,Venda,2023-08-03,989153194.12,NTN-F 6 anos,1000000,NTN-F,0,2023-08-04
845,0,2027-07-01,0.0,0,5000000,10.339,Venda,2023-08-03,3410329495.2,LTN 48 meses,5000000,LTN,0,2023-08-04
861,-,2050-08-15,0.0,-,40400,5.41,Venda,2023-08-08,185526778.8,NTN-B 25 anos,150000,NTN-B,0,2023-08-09
861,"107313616,72",2033-05-15,0.0,24162,150000,5.178,Venda,2023-08-08,666062251.48,NTN-B 10 anos,150000,NTN-B,0,2023-08-09
862,"1098183020,47",2029-09-01,0.0,81320,500000,0.1585,Venda,2023-08-08,6752232049.42,LFT 6 anos,500000,LFT,0,2023-08-09
862,"226159400,89",2026-09-01,0.0,16628,150000,0.08,Venda,2023-08-08,2040167797.93,LFT 3 anos,150000,LFT,0,2023-08-09
860,"160461291,27",2026-08-15,0.0,36818,150000,4.988,Venda,2023-08-08,653734415.08,NTN-B 3 anos,150000,NTN-B,0,2023-08-09
879,0,2033-01-01,0.0,0,1500000,10.9015,Venda,2023-08-10,1444545354.2,NTN-F 10 anos,1500000,NTN-F,0,2023-08-11
879,0,2029-01-01,0.0,0,1500000,10.58,Venda,2023-08-10,1484687443.5,NTN-F 6 anos,1500000,NTN-F,0,2023-08-11
878,0,2027-07-01,0.0,0,6000000,10.284,Venda,2023-08-10,4107180179.8,LTN 48 meses,6000000,LTN,0,2023-08-11
878,"328266978,96",2025-10-01,0.0,402074,3000000,9.989,Venda,2023-08-10,2448376652.94,LTN 24 meses,3000000,LTN,0,2023-08-11
878,0,2024-04-01,0.0,0,1000000,11.8187,Venda,2023-08-10,932772040.97,LTN 6 meses,1000000,LTN,0,2023-08-11
905,-,2026-09-01,0.0,-,49400,0.078,Venda,2023-08-15,673595579.06,LFT 3 anos,150000,LFT,0,2023-08-16
903,"101492205,58",2028-08-15,0.0,23500,1000000,4.946,Venda,2023-08-15,4318817258.97,NTN-B 5 anos,1000000,NTN-B,0,2023-08-16
905,-,2029-09-01,0.0,-,359500,0.158,Venda,2023-08-15,4867069629.37,LFT 6 anos,750000,LFT,0,2023-08-16
904,0,2060-08-15,0.0,0,135150,5.328,Venda,2023-08-15,619026353.63,NTN-B 40 anos,150000,NTN-B,0,2023-08-16
904,0,2040-08-15,0.0,0,150000,5.218,Venda,2023-08-15,673636076.81,NTN-B 15 anos,150000,NTN-B,0,2023-08-16
923,75907826,2033-01-01,0.0,80000,1000000,11.1999,Venda,2023-08-17,948443501.0,NTN-F 10 anos,1000000,NTN-F,0,2023-08-18
923,0,2029-01-01,0.0,0,1000000,10.86,Venda,2023-08-17,981302015.5,NTN-F 6 anos,1000000,NTN-F,0,2023-08-18
922,0,2027-07-01,0.0,0,6000000,10.589,Venda,2023-08-17,4072394134.74,LTN 48 meses,6000000,LTN,0,2023-08-18
922,0,2025-10-01,0.0,0,2500000,10.2,Venda,2023-08-17,2035741305.0,LTN 24 meses,2500000,LTN,0,2023-08-18
922,0,2024-10-01,0.0,0,1000000,10.8239,Venda,2023-08-17,891744106.01,LTN 12 meses,1000000,LTN,0,2023-08-18
950,110950460,2050-08-15,0.0,25090,103550,5.515,Venda,2023-08-22,457788657.67,NTN-B 25 anos,150000,NTN-B,0,2023-08-23
950,"116112127,5",2033-05-15,0.0,26180,150000,5.2397,Venda,2023-08-22,665105289.89,NTN-B 10 anos,150000,NTN-B,0,2023-08-23
951,-,2029-09-01,0.0,-,66150,0.1629,Venda,2023-08-22,897525658.45,LFT 6 anos,300000,LFT,0,2023-08-23
951,"61577994,96",2026-09-01,0.0,4505,80100,0.079,Venda,2023-08-22,1094871786.41,LFT 3 anos,150000,LFT,0,2023-08-23
949,"122007941,15",2026-08-15,0.0,28806,150000,5.104,Venda,2023-08-22,635325667.64,NTN-B 3 anos,150000,NTN-B,0,2023-08-23
960,0,2025-10-01,0.0,0,4000000,10.098,Venda,2023-08-24,3270071021.44,LTN 24 meses,4000000,LTN,0,2023-08-25
960,0,2024-04-01,0.0,0,1000000,11.7888,Venda,2023-08-24,937085142.74,LTN 6 meses,1000000,LTN,0,2023-08-25
961,"84050956,95",2029-01-01,0.0,85142,2000000,10.78,Venda,2023-08-24,1973569557.75,NTN-F 6 anos,2000000,NTN-F,0,2023-08-25
960,0,2027-07-01,0.0,0,8000000,10.489,Venda,2023-08-24,5460038968.41,LTN 48 meses,8000000,LTN,0,2023-08-25
961,"58329217,58",2033-01-01,0.0,61036,1000000,11.1097,Venda,2023-08-24,955248837.79,NTN-F 10 anos,1000000,NTN-F,0,2023-08-25
984,"372301756,57",2026-09-01,0.0,27169,150000,0.0775,Venda,2023-08-29,2055477326.99,LFT 3 anos,150000,LFT,0,2023-08-30
982,"220410109,3",2028-08-15,0.0,51200,1000000,5.099,Venda,2023-08-29,4304884948.0,NTN-B 5 anos,1000000,NTN-B,0,2023-08-30
983,0,2060-08-15,0.0,0,50000,5.519,Venda,2023-08-29,223150419.44,NTN-B 40 anos,50000,NTN-B,0,2023-08-30
983,"51778896,1",2040-08-15,0.0,11712,136400,5.4,Venda,2023-08-29,602849797.2,NTN-B 15 anos,150000,NTN-B,0,2023-08-30
984,"1305794737,9",2029-09-01,0.0,96030,450750,0.1679,Venda,2023-08-29,6129198981.12,LFT 6 anos,500000,LFT,0,2023-08-30
1017,"75465589,7",2033-01-01,0.0,79008,500000,11.157,Venda,2023-08-31,477379112.8,NTN-F 10 anos,500000,NTN-F,0,2023-09-01
1017,"94570238,25",2029-01-01,0.0,96033,500000,10.8999,Venda,2023-08-31,492181262.91,NTN-F 6 anos,500000,NTN-F,0,2023-09-01
1016,"270325157,18",2027-07-01,0.0,397326,7000000,10.65,Venda,2023-08-31,4760608474.36,LTN 48 meses,7000000,LTN,0,2023-09-01
1016,0,2025-10-01,0.0,0,2000000,10.2774,Venda,2023-08-31,1632718921.86,LTN 24 meses,2000000,LTN,0,2023-09-01
1016,0,2024-10-01,0.0,0,800000,10.8324,Venda,2023-08-31,716272694.64,LTN 12 meses,1000000,LTN,0,2023-09-01
1042,0,2050-08-15,0.0,0,50000,5.674,Venda,2023-09-05,217196506.5,NTN-B 25 anos,50000,NTN-B,0,2023-09-06
1042,0,2033-05-15,0.0,0,50000,5.422,Venda,2023-09-05,219636091.55,NTN-B 10 anos,50000,NTN-B,0,2023-09-06
1043,"43132971,72",2029-09-01,0.0,3164,387350,0.1669,Venda,2023-09-05,5280517256.39,LFT 6 anos,500000,LFT,0,2023-09-06
1043,"217087117,33",2026-09-01,0.0,15800,351400,0.071,Venda,2023-09-05,4828127407.19,LFT 3 anos,500000,LFT,0,2023-09-06
1039,0,2026-08-15,0.0,0,50000,5.234,Venda,2023-09-05,211786928.9,NTN-B 3 anos,50000,NTN-B,0,2023-09-06
1051,"221147574,37",2024-04-01,0.0,235000,1000000,11.8288,Venda,2023-09-06,940636168.6,LTN 6 meses,1000000,LTN,0,2023-09-08
1051,"287792623,3",2025-10-01,0.0,352500,1500000,10.37,Venda,2023-09-06,1224168549.5,LTN 24 meses,1500000,LTN,0,2023-09-08
1052,"57891717,56",2029-01-01,0.0,58999,300000,11.0298,Venda,2023-09-06,294247299.12,NTN-F 6 anos,300000,NTN-F,0,2023-09-08
1052,"49270691,33",2033-01-01,0.0,52000,500000,11.3379,Venda,2023-09-06,473552414.25,NTN-F 10 anos,500000,NTN-F,0,2023-09-08
1051,"397300333,93",2027-07-01,0.0,585995,1662500,10.79,Venda,2023-09-06,1126701728.86,LTN 48 meses,2500000,LTN,0,2023-09-08
1080,-,2060-08-15,0.0,-,24000,5.676,Venda,2023-09-12,104912921.08,NTN-B 40 anos,50000,NTN-B,0,2023-09-13
1080,"24418767,01",2040-08-15,0.0,5598,32600,5.555,Venda,2023-09-12,142161865.43,NTN-B 15 anos,50000,NTN-B,0,2023-09-13
1081,"48764607,58",2029-09-01,0.0,3571,433500,0.1716,Venda,2023-09-12,5919758439.13,LFT 6 anos,500000,LFT,0,2023-09-13
1079,"451947746,78",2028-08-15,0.0,105500,500000,5.283,Venda,2023-09-12,2141932449.49,NTN-B 5 anos,500000,NTN-B,0,2023-09-13
1081,"172079985,1",2026-09-01,0.0,12500,195750,0.072,Venda,2023-09-12,2694772566.83,LFT 3 anos,300000,LFT,0,2023-09-13
1095,0,2033-01-01,0.0,0,300000,11.1849,Venda,2023-09-14,287058924.4,NTN-F 10 anos,300000,NTN-F,0,2023-09-15
1095,0,2029-01-01,0.0,0,750000,10.834,Venda,2023-09-14,742469743.0,NTN-F 6 anos,750000,NTN-F,0,2023-09-15
1094,0,2027-07-01,0.0,0,3137500,10.5399,Venda,2023-09-14,2149103847.68,LTN 48 meses,5000000,LTN,0,2023-09-15
1094,0,2025-10-01,0.0,0,5000000,10.105,Venda,2023-09-14,4108762646.32,LTN 24 meses,5000000,LTN,0,2023-09-15
1094,0,2024-10-01,0.0,0,600000,10.6798,Venda,2023-09-14,539960770.37,LTN 12 meses,1000000,LTN,0,2023-09-15
1120,0,2026-08-15,0.0,0,50000,5.225,Venda,2023-09-19,212452841.79,NTN-B 3 anos,50000,NTN-B,0,2023-09-20
1122,"82792563,7",2026-09-01,0.0,6000,150000,0.076,Venda,2023-09-19,2069814092.53,LFT 3 anos,150000,LFT,0,2023-09-20
1122,"12634176,05",2029-09-01,24091169954.72,923,499950,0.1735,Venda,2023-09-19,6843397965.23,LFT 6 anos,500000,LFT,1760000,2023-09-20
1121,0,2033-05-15,0.0,0,50000,5.5025,Venda,2023-09-19,219053700.43,NTN-B 10 anos,50000,NTN-B,0,2023-09-20
1121,"36037711,67",2050-08-15,0.0,8316,50000,5.718,Venda,2023-09-19,216601728.09,NTN-B 25 anos,50000,NTN-B,0,2023-09-20
1134,"52960292,56",2024-04-01,0.0,56000,1000000,11.7138,Venda,2023-09-21,945303600.4,LTN 6 meses,1000000,LTN,0,2023-09-22
1134,"179110040,17",2025-10-01,14982069248.37,218332,1000000,10.324,Venda,2023-09-21,820036630.49,LTN 24 meses,1000000,LTN,18270000,2023-09-22
1135,"9229339,68",2033-01-01,0.0,9750,150000,11.432,Venda,2023-09-21,141928888.7,NTN-F 10 anos,150000,NTN-F,0,2023-09-22
1135,"10561490,2",2029-01-01,0.0,10749,150000,11.1,Venda,2023-09-21,147321292.2,NTN-F 6 anos,150000,NTN-F,0,2023-09-22
1134,"120384983,89",2027-07-01,9973580689.17,177000,1000000,10.8199,Venda,2023-09-21,679862351.08,LTN 48 meses,1000000,LTN,14670000,2023-09-22
1156,0,2060-08-15,0.0,0,28950,5.838,Venda,2023-09-26,124042842.74,NTN-B 40 anos,50000,NTN-B,0,2023-09-27
1156,-,2040-08-15,0.0,-,14700,5.7375,Venda,2023-09-26,63145571.72,NTN-B 15 anos,50000,NTN-B,0,2023-09-27
1157,0,2029-09-01,0.0,0,897750,0.1664,Venda,2023-09-26,12323431229.1,LFT 6 anos,1000000,LFT,0,2023-09-27
1155,"9637104,15",2028-08-15,0.0,2265,232100,5.542,Venda,2023-09-26,987537251.51,NTN-B 5 anos,300000,NTN-B,0,2023-09-27
1157,"677698228,9",2026-09-01,0.0,48987,375000,0.0701,Venda,2023-09-26,5187842404.09,LFT 3 anos,500000,LFT,0,2023-09-27
1167,-,2033-01-01,0.0,-,0,0.0,Venda,2023-09-28,0.0,NTN-F 10 anos,50000,NTN-F,0,2023-09-29
1167,-,2029-01-01,0.0,-,18750,11.5749,Venda,2023-09-28,18137978.78,NTN-F 6 anos,50000,NTN-F,0,2023-09-29
1166,"3350688,6",2027-07-01,0.0,5000,50000,11.3149,Venda,2023-09-28,33492550.05,LTN 48 meses,50000,LTN,0,2023-09-29
1166,"6512263,88",2025-10-01,0.0,8000,50000,10.859,Venda,2023-09-28,40684939.38,LTN 24 meses,50000,LTN,0,2023-09-29
1166,"4502588,6",2024-10-01,0.0,5000,25000,11.0974,Venda,2023-09-28,22503536.41,LTN 12 meses,50000,LTN,0,2023-09-29
1185,-,2026-08-15,0.0,-,20000,5.7475,Venda,2023-10-03,84157364.56,NTN-B 3 anos,50000,NTN-B,0,2023-10-04
1187,"50849035,89",2026-09-01,0.0,3666,296600,0.062,Venda,2023-10-03,4113972735.34,LFT 3 anos,500000,LFT,0,2023-10-04
1187,"492170192,23",2029-09-01,0.0,35758,750000,0.1615,Venda,2023-10-03,10322938760.22,LFT 6 anos,750000,LFT,0,2023-10-04
1186,0,2033-05-15,0.0,0,50000,5.815,Venda,2023-10-03,215121274.0,NTN-B 10 anos,50000,NTN-B,0,2023-10-04
1186,0,2050-08-15,0.0,0,50000,5.945,Venda,2023-10-03,211051430.0,NTN-B 25 anos,50000,NTN-B,0,2023-10-04
1201,"615385,37",2033-01-01,0.0,666,50000,11.9624,Venda,2023-10-05,46179150.05,NTN-F 10 anos,50000,NTN-F,0,2023-10-06
1201,"4518390,69",2029-01-01,0.0,4666,50000,11.615,Venda,2023-10-05,48396987.39,NTN-F 6 anos,50000,NTN-F,0,2023-10-06
1200,0,2027-07-01,0.0,0,150000,11.3099,Venda,2023-10-05,100711725.14,LTN 48 meses,150000,LTN,0,2023-10-06
1200,0,2025-10-01,0.0,0,150000,10.8496,Venda,2023-10-05,122323500.0,LTN 24 meses,150000,LTN,0,2023-10-06
1200,0,2024-04-01,0.0,0,150000,11.709,Venda,2023-10-05,142420919.4,LTN 6 meses,150000,LTN,0,2023-10-06
1235,0,2060-08-15,0.0,0,35000,5.89,Venda,2023-10-10,149357467.87,NTN-B 40 anos,50000,NTN-B,0,2023-10-11
1235,0,2040-08-15,0.0,0,39800,5.76,Venda,2023-10-10,171163683.7,NTN-B 15 anos,50000,NTN-B,0,2023-10-11
1236,0,2029-09-01,0.0,0,750000,0.164,Venda,2023-10-10,10346184332.96,LFT 6 anos,750000,LFT,0,2023-10-11
1234,"48576474,36",2028-08-15,0.0,11413,150000,5.618,Venda,2023-10-10,638436095.52,NTN-B 5 anos,150000,NTN-B,0,2023-10-11
1236,"5353516,88",2026-09-01,0.0,385,255500,0.0575,Venda,2023-10-10,3552788475.07,LFT 3 anos,300000,LFT,0,2023-10-11
1244,-,2024-10-01,0.0,-,100000,10.9724,Venda,2023-10-11,90451129.39,LTN 12 meses,1000000,LTN,0,2023-10-13
1244,0,2025-10-01,0.0,0,2000000,10.6124,Venda,2023-10-11,1640609406.91,LTN 24 meses,2000000,LTN,0,2023-10-13
1245,0,2029-01-01,0.0,0,300000,11.2389,Venda,2023-10-11,294922746.72,NTN-F 6 anos,300000,NTN-F,0,2023-10-13
1245,0,2033-01-01,0.0,0,300000,11.635,Venda,2023-10-11,282510012.2,NTN-F 10 anos,300000,NTN-F,0,2023-10-13
1244,0,2027-07-01,0.0,0,2000000,10.9761,Venda,2023-10-11,1360208148.7,LTN 48 meses,2000000,LTN,0,2023-10-13
1255,"5096231,38",2050-08-15,0.0,1200,50000,5.923,Venda,2023-10-17,212273204.61,NTN-B 25 anos,50000,NTN-B,0,2023-10-18
1255,0,2033-05-15,0.0,0,300000,5.755,Venda,2023-10-17,1299811935.86,NTN-B 10 anos,300000,NTN-B,0,2023-10-18
1256,"1126992498,51",2029-09-01,0.0,81578,500000,0.172,Venda,2023-10-17,6907453593.98,LFT 6 anos,500000,LFT,0,2023-10-18
1256,-,2026-09-01,0.0,-,0,0.0,Venda,2023-10-17,0.0,LFT 3 anos,150000,LFT,0,2023-10-18
