auction_number,accepted_amount_2nd_round,maturity_date,amount_to_central_bank,quantity_accepted_2nd_round,quantity_accepted,rate,auction_type,auction_date,accepted_amount,benchmark,quantity_tendered,bond_type,quantity_to_central_bank,settlement_date
1096,0,2023-10-01,0.0,0,1000000,13.605,Venda,2023-01-26,918039014.12,LTN 6 meses,1000000,LTN,0,2023-01-27
1096,0,2025-04-01,10005804747.75,0,6000000,12.7594,Venda,2023-01-26,4628745449.31,LTN 24 meses,6000000,LTN,12970000,2023-01-27
1097,0,2029-01-01,0.0,0,400000,12.998,Venda,2023-01-26,357258506.0,NTN-F 6 anos,500000,NTN-F,0,2023-01-27
1097,0,2033-01-01,0.0,0,1000000,13.1386,Venda,2023-01-26,844649792.35,NTN-F 10 anos,1000000,NTN-F,0,2023-01-27
1096,0,2026-07-01,10021726045.35,0,10000000,12.8978,Venda,2023-01-26,6615000690.62,LTN 48 meses,10000000,LTN,15150000,2023-01-27
1214,0,2050-08-15,0.0,0,150000,6.47,Venda,2023-01-31,585959212.32,NTN-B 25 anos,150000,NTN-B,0,2023-02-01
1214,"49583532,57",2033-05-15,18992305795.38821,12500,500000,6.392,Venda,2023-01-31,1982495385.47,NTN-B 10 anos,500000,NTN-B,4790000,2023-02-01
1215,-,2029-03-01,0.0,-,265450,0.178,Venda,2023-01-31,3353768826.69,LFT 6 anos,750000,LFT,0,2023-02-01
1213,0,2026-08-15,0.0,0,605000,6.1624,Venda,2023-01-31,2489101752.66,NTN-B 3 anos,750000,NTN-B,0,2023-02-01
1215,-,2026-03-01,0.0,-,100000,0.0989,Venda,2023-01-31,1273220425.1,LFT 3 anos,750000,LFT,0,2023-02-01
1266,0,2033-01-01,0.0,0,300000,13.1048,Venda,2023-02-02,254420071.8,NTN-F 10 anos,300000,NTN-F,0,2023-02-03
1266,0,2029-01-01,0.0,0,300000,13.0287,Venda,2023-02-02,268268496.6,NTN-F 6 anos,300000,NTN-F,0,2023-02-03
1265,-,2026-07-01,0.0,-,845000,12.969,Venda,2023-02-02,559019732.39,LTN 48 meses,4000000,LTN,0,2023-02-03
1265,-,2025-04-01,0.0,-,240000,12.94,Venda,2023-02-02,184912381.2,LTN 24 meses,2000000,LTN,0,2023-02-03
1265,-,2024-04-01,0.0,-,0,0.0,Venda,2023-02-02,0.0,LTN 12 meses,1000000,LTN,0,2023-02-03
1402,"230254459,81",2026-03-01,0.0,18038,152850,0.0986,Venda,2023-02-07,1951125079.51,LFT 3 anos,500000,LFT,0,2023-02-08
1400,0,2028-08-15,0.0,0,86200,6.305,Venda,2023-02-07,352685705.2,NTN-B 5 anos,150000,NTN-B,0,2023-02-08
1401,-,2040-08-15,0.0,-,44650,6.441,Venda,2023-02-07,177272087.42,NTN-B 15 anos,150000,NTN-B,0,2023-02-08
1401,-,2060-08-15,0.0,-,38200,6.442,Venda,2023-02-07,149273810.88,NTN-B 40 anos,150000,NTN-B,0,2023-02-08
1402,"1051354,19",2029-03-01,0.0,83,188500,0.1779,Venda,2023-02-07,2387714045.99,LFT 6 anos,500000,LFT,0,2023-02-08
1457,0,2033-01-01,0.0,0,1250000,13.4938,Venda,2023-02-09,1041637750.2,NTN-F 10 anos,1250000,NTN-F,0,2023-02-10
1457,0,2029-01-01,0.0,0,750000,13.302,Venda,2023-02-09,665489265.5,NTN-F 6 anos,750000,NTN-F,0,2023-02-10
1456,0,2026-07-01,0.0,0,5000000,13.0848,Venda,2023-02-09,3305909011.38,LTN 48 meses,5000000,LTN,0,2023-02-10
1456,0,2025-04-01,0.0,0,4000000,12.8467,Venda,2023-02-09,3095059507.72,LTN 24 meses,4000000,LTN,0,2023-02-10
1456,"42158654,19",2023-10-01,0.0,45666,1000000,13.599,Venda,2023-02-09,922728550.99,LTN 6 meses,1000000,LTN,0,2023-02-10
1511,"143404750,81",2050-08-15,0.0,37495,150000,6.435,Venda,2023-02-14,573388137.26,NTN-B 25 anos,150000,NTN-B,0,2023-02-15
1511,-,2033-05-15,0.0,-,21200,6.31,Venda,2023-02-14,84951861.8,NTN-B 10 anos,150000,NTN-B,0,2023-02-15
1512,"12700,32",2029-03-01,0.0,1,774500,0.1769,Venda,2023-02-14,9836400669.23,LFT 6 anos,1000000,LFT,0,2023-02-15
1510,"386301569,9",2026-08-15,0.0,95852,462550,6.029,Venda,2023-02-14,1864163410.35,NTN-B 3 anos,500000,NTN-B,0,2023-02-15
1512,"125271772,04",2026-03-01,0.0,9788,225500,0.0964,Venda,2023-02-14,2886062995.64,LFT 3 anos,1000000,LFT,0,2023-02-15
1541,"218455640,22",2024-04-01,0.0,249993,950000,13.1574,Venda,2023-02-16,829747578.89,LTN 12 meses,1000000,LTN,0,2023-02-17
1541,"777336264,5",2025-04-01,0.0,999993,4000000,12.755,Venda,2023-02-16,3107884950.05,LTN 24 meses,4000000,LTN,0,2023-02-17
1541,"828432468,67",2026-07-01,0.0,1249995,4280000,13.094,Venda,2023-02-16,2835175826.04,LTN 48 meses,5000000,LTN,0,2023-02-17
1542,"104374739,95",2033-01-01,0.0,124997,500000,13.5066,Venda,2023-02-16,417298021.7,NTN-F 10 anos,500000,NTN-F,0,2023-02-17
1542,"33264621,18",2029-01-01,0.0,37497,150000,13.3799,Venda,2023-02-16,133002500.15,NTN-F 6 anos,150000,NTN-F,0,2023-02-17
1572,0,2029-01-01,0.0,0,100000,13.2469,Venda,2023-02-23,89249300.1,NTN-F 6 anos,150000,NTN-F,0,2023-02-24
1571,0,2026-07-01,0.0,0,5000000,12.9898,Venda,2023-02-23,3328191197.96,LTN 48 meses,5000000,LTN,0,2023-02-24
1571,0,2025-04-01,0.0,0,3500000,12.695,Venda,2023-02-23,2726353939.14,LTN 24 meses,3500000,LTN,0,2023-02-24
1571,0,2023-10-01,0.0,0,1000000,13.5039,Venda,2023-02-23,926919459.01,LTN 6 meses,1000000,LTN,0,2023-02-24
1572,0,2033-01-01,0.0,0,203000,13.338,Venda,2023-02-23,171191009.89,NTN-F 10 anos,300000,NTN-F,0,2023-02-24
1619,"88558301,38",2028-08-15,0.0,21971,500000,6.157,Venda,2023-02-28,2015345259.48,NTN-B 5 anos,500000,NTN-B,0,2023-03-01
1621,"287519913,02",2026-03-01,0.0,22369,183800,0.0899,Venda,2023-02-28,2362473066.2,LFT 3 anos,1500000,LFT,0,2023-03-01
1620,"24222537,27",2040-08-15,0.0,6247,750000,6.4584,Venda,2023-02-28,2906581522.5,NTN-B 15 anos,750000,NTN-B,0,2023-03-01
1620,"52775255,33",2060-08-15,0.0,13877,500000,6.4764,Venda,2023-02-28,1900544652.97,NTN-B 40 anos,500000,NTN-B,0,2023-03-01
1621,"391475393,39",2029-03-01,0.0,30695,1316200,0.1756,Venda,2023-02-28,16786444463.41,LFT 6 anos,1500000,LFT,0,2023-03-01
1653,0,2033-01-01,0.0,0,120000,13.6439,Venda,2023-03-02,99757835.04,NTN-F 10 anos,150000,NTN-F,0,2023-03-03
1653,0,2029-01-01,0.0,0,150000,13.541,Venda,2023-03-02,132654160.65,NTN-F 6 anos,150000,NTN-F,0,2023-03-03
1652,"102403833,66",2026-07-01,0.0,154640,5795000,13.256,Venda,2023-03-02,3835596839.23,LTN 48 meses,6000000,LTN,0,2023-03-03
1652,0,2025-04-01,0.0,0,4000000,12.887,Venda,2023-03-02,3112048695.99,LTN 24 meses,4000000,LTN,0,2023-03-03
1652,0,2024-04-01,0.0,0,1000000,13.1869,Venda,2023-03-02,876654557.09,LTN 12 meses,1000000,LTN,0,2023-03-03
1675,"505587818,96",2026-03-01,0.0,39225,397750,0.082,Venda,2023-03-07,5126770044.66,LFT 3 anos,1500000,LFT,0,2023-03-08
1673,"421613487,38",2026-08-15,0.0,103334,750000,5.91,Venda,2023-03-07,3060078150.0,NTN-B 3 anos,750000,NTN-B,0,2023-03-08
1674,"150848011,5",2033-05-15,0.0,37497,150000,6.387,Venda,2023-03-07,603126651.28,NTN-B 10 anos,150000,NTN-B,0,2023-03-08
1674,-,2050-08-15,0.0,-,38950,6.4766,Venda,2023-03-07,149443085.98,NTN-B 25 anos,150000,NTN-B,0,2023-03-08
1675,"1943370294,88",2029-03-01,0.0,151958,1102250,0.1726,Venda,2023-03-07,14096526063.7,LFT 6 anos,1500000,LFT,0,2023-03-08
1693,"158699321,58",2033-01-01,0.0,187499,570000,13.3621,Venda,2023-03-09,482207077.53,NTN-F 10 anos,750000,NTN-F,0,2023-03-10
1693,"112541167,52",2029-01-01,0.0,124990,500000,13.1548,Venda,2023-03-09,449978998.05,NTN-F 6 anos,500000,NTN-F,0,2023-03-10
1692,"2019410749,4",2026-07-01,0.0,2999996,12000000,12.7788,Venda,2023-03-09,8073801821.37,LTN 48 meses,12000000,LTN,0,2023-03-10
1692,"144276256,71",2025-04-01,0.0,183330,5000000,12.4139,Venda,2023-03-09,3933051956.41,LTN 24 meses,5000000,LTN,0,2023-03-10
1692,0,2023-10-01,0.0,0,1000000,13.3196,Venda,2023-03-09,932432564.95,LTN 6 meses,1000000,LTN,0,2023-03-10
1725,"47066498,34",2060-08-15,0.0,12189,81800,6.417,Venda,2023-03-14,315708557.17,NTN-B 40 anos,150000,NTN-B,0,2023-03-15
1725,"16097074,62",2040-08-15,0.0,4101,150000,6.407,Venda,2023-03-14,588489246.55,NTN-B 15 anos,150000,NTN-B,0,2023-03-15
1726,"226938940,74",2029-03-01,19998008674.8,17703,885150,0.176,Venda,2023-03-14,11346947037.48,LFT 6 anos,1500000,LFT,1560000,2023-03-15
1724,0,2028-08-15,0.0,0,1250000,5.998,Venda,2023-03-14,5108967213.73,NTN-B 5 anos,1250000,NTN-B,0,2023-03-15
1726,"8411394,61",2026-03-01,0.0,651,288000,0.0864,Venda,2023-03-14,3721169966.09,LFT 3 anos,1500000,LFT,0,2023-03-15
1734,"163747535,06",2024-04-01,0.0,184997,1000000,12.715,Venda,2023-03-16,884715642.35,LTN 12 meses,1000000,LTN,0,2023-03-17
1734,"989775880,56",2025-04-01,0.0,1249658,5000000,12.1889,Venda,2023-03-16,3958378095.35,LTN 24 meses,5000000,LTN,0,2023-03-17
1735,-,2029-01-01,0.0,-,0,0.0,Venda,2023-03-16,0.0,NTN-F 6 anos,150000,NTN-F,0,2023-03-17
1735,0,2033-01-01,0.0,0,150000,13.1119,Venda,2023-03-16,129007182.0,NTN-F 10 anos,150000,NTN-F,0,2023-03-17
1734,"1018178439,52",2026-07-01,0.0,1499995,6000000,12.584,Venda,2023-03-16,4070814101.98,LTN 48 meses,6000000,LTN,0,2023-03-17
1747,-,2050-08-15,0.0,-,40850,6.3999,Venda,2023-03-21,159330922.82,NTN-B 25 anos,150000,NTN-B,0,2023-03-22
1747,"153745595,04",2033-05-15,0.0,37498,150000,6.214,Venda,2023-03-21,614721742.59,NTN-B 10 anos,150000,NTN-B,0,2023-03-22
1748,"3853859,8",2029-03-01,0.0,300,547750,0.184,Venda,2023-03-21,7036505691.2,LFT 6 anos,750000,LFT,0,2023-03-22
1746,"724928508,05",2026-08-15,0.0,175618,750000,5.737,Venda,2023-03-21,3095903501.24,NTN-B 3 anos,750000,NTN-B,0,2023-03-22
1748,0,2026-03-01,0.0,0,202250,0.0918,Venda,2023-03-21,2619489853.66,LFT 3 anos,750000,LFT,0,2023-03-22
1763,"26372519,58",2033-01-01,0.0,30833,90000,13.26,Venda,2023-03-23,76941969.49,NTN-F 10 anos,150000,NTN-F,0,2023-03-24
1763,"34128108,4",2029-01-01,0.0,37500,150000,13.0089,Venda,2023-03-23,136446150.15,NTN-F 6 anos,150000,NTN-F,0,2023-03-24
1762,"506905325,03",2026-07-01,0.0,744443,3000000,12.541,Venda,2023-03-23,2041794465.68,LTN 48 meses,3000000,LTN,0,2023-03-24
1762,"584327129,13",2025-04-01,0.0,737141,3000000,12.27,Venda,2023-03-23,2376986348.4,LTN 24 meses,3000000,LTN,0,2023-03-24
1762,"145874580,5",2023-10-01,0.0,155664,1000000,13.4189,Venda,2023-03-23,936643515.95,LTN 6 meses,1000000,LTN,0,2023-03-24
1778,"262999038,05",2026-03-01,0.0,20258,132000,0.0982,Venda,2023-03-28,1713687087.94,LFT 3 anos,500000,LFT,0,2023-03-29
1776,"119332502,29",2028-08-15,0.0,28928,1500000,5.9177,Venda,2023-03-28,6187733456.98,NTN-B 5 anos,1500000,NTN-B,0,2023-03-29
1778,"554907748,29",2029-03-01,13006656435.59,43090,368000,0.1859,Venda,2023-03-28,4739058978.49,LFT 6 anos,500000,LFT,1010000,2023-03-29
1777,"118465896,97",2060-08-15,0.0,29720,150000,6.232,Venda,2023-03-28,597620191.6,NTN-B 40 anos,150000,NTN-B,0,2023-03-29
1777,"119868084,41",2040-08-15,0.0,29778,122200,6.218,Venda,2023-03-28,491664993.02,NTN-B 15 anos,150000,NTN-B,0,2023-03-29
1796,"163025738,43",2033-01-01,0.0,187500,750000,12.9942,Venda,2023-03-30,651786899.25,NTN-F 10 anos,750000,NTN-F,0,2023-03-31
1796,"229761443,64",2029-01-01,0.0,249995,1000000,12.8258,Venda,2023-03-30,918624163.9,NTN-F 6 anos,1000000,NTN-F,0,2023-03-31
1795,"1198573526,68",2026-07-01,0.0,1749995,7000000,12.415,Venda,2023-03-30,4792081875.0,LTN 48 meses,7000000,LTN,0,2023-03-31
1795,"795386151,9",2025-04-01,0.0,999995,4000000,12.2038,Venda,2023-03-30,3180107096.0,LTN 24 meses,4000000,LTN,0,2023-03-31
1795,"191295056,1",2024-04-01,0.0,215609,950000,12.9914,Venda,2023-03-30,842461116.52,LTN 12 meses,1000000,LTN,0,2023-03-31
131,"150997496,67",2050-08-15,0.0,37498,94000,6.199,Venda,2023-04-04,378337890.61,NTN-B 25 anos,150000,NTN-B,0,2023-04-05
131,312526899,2033-05-15,0.0,74997,300000,6.068,Venda,2023-04-04,1249560590.99,NTN-B 10 anos,300000,NTN-B,0,2023-04-05
132,"183657062,93",2029-03-01,0.0,14222,289950,0.1826,Venda,2023-04-04,3744295134.29,LFT 6 anos,500000,LFT,0,2023-04-05
129,"49900742,76",2026-08-15,0.0,12000,750000,5.6788,Venda,2023-04-04,3118796422.5,NTN-B 3 anos,750000,NTN-B,0,2023-04-05
132,0,2026-03-01,0.0,0,188800,0.0982,Venda,2023-04-04,2457369286.09,LFT 3 anos,500000,LFT,0,2023-04-05
136,"20401967,94",2023-10-01,0.0,21666,1000000,13.4587,Venda,2023-04-06,941186298.5,LTN 6 meses,1000000,LTN,0,2023-04-10
136,"946697050,94",2025-04-01,8500505323.72,1183324,5000000,12.0088,Venda,2023-04-06,3998356218.6,LTN 24 meses,5000000,LTN,10630000,2023-04-10
137,0,2029-01-01,0.0,0,1500000,12.428,Venda,2023-04-06,1401703649.35,NTN-F 6 anos,1500000,NTN-F,0,2023-04-10
136,0,2026-07-01,8500813006.92,0,14000000,12.11,Venda,2023-04-06,9699379147.93,LTN 48 meses,14000000,LTN,12270000,2023-04-10
137,0,2033-01-01,0.0,0,1500000,12.656,Venda,2023-04-06,1331139889.8,NTN-F 10 anos,1500000,NTN-F,0,2023-04-10
152,-,2060-08-15,0.0,-,43900,6.158,Venda,2023-04-11,177652417.21,NTN-B 40 anos,150000,NTN-B,0,2023-04-12
152,-,2040-08-15,0.0,-,32700,6.15,Venda,2023-04-11,133167801.02,NTN-B 15 anos,150000,NTN-B,0,2023-04-12
153,"5175905,89",2029-03-01,0.0,400,300600,0.1832,Venda,2023-04-11,3889693282.03,LFT 6 anos,750000,LFT,0,2023-04-12
151,"1561399230,23",2028-08-15,0.0,374995,1500000,5.819,Venda,2023-04-11,6245680196.99,NTN-B 5 anos,1500000,NTN-B,0,2023-04-12
153,0,2026-03-01,0.0,0,95350,0.1033,Venda,2023-04-11,1243409350.17,LFT 3 anos,750000,LFT,0,2023-04-12
163,0,2024-04-01,0.0,0,1000000,12.7913,Venda,2023-04-13,892117565.31,LTN 12 meses,1000000,LTN,0,2023-04-14
163,0,2025-04-01,0.0,0,7000000,11.7348,Venda,2023-04-13,5634278390.59,LTN 24 meses,7000000,LTN,0,2023-04-14
164,0,2029-01-01,0.0,0,300000,12.0648,Venda,2023-04-13,284798430.7,NTN-F 6 anos,500000,NTN-F,0,2023-04-14
164,-,2033-01-01,0.0,-,0,0.0,Venda,2023-04-13,0.0,NTN-F 10 anos,150000,NTN-F,0,2023-04-14
163,0,2026-07-01,0.0,0,6000000,11.753,Venda,2023-04-13,4204487274.8,LTN 48 meses,6000000,LTN,0,2023-04-14
198,0,2050-08-15,0.0,0,150000,6.0758,Venda,2023-04-18,616263526.49,NTN-B 25 anos,150000,NTN-B,0,2023-04-19
198,0,2033-05-15,0.0,0,500000,5.995,Venda,2023-04-18,2103357105.45,NTN-B 10 anos,500000,NTN-B,0,2023-04-19
199,0,2029-03-01,0.0,0,327600,0.1919,Venda,2023-04-18,4247840769.01,LFT 6 anos,500000,LFT,0,2023-04-19
197,0,2026-08-15,0.0,0,1500000,5.575,Venda,2023-04-18,6285148393.47,NTN-B 3 anos,1500000,NTN-B,0,2023-04-19
199,0,2026-03-01,0.0,0,150000,0.1141,Venda,2023-04-18,1960479141.73,LFT 3 anos,500000,LFT,0,2023-04-19
224,"20491484,27",2023-10-01,0.0,21666,1000000,13.4887,Venda,2023-04-20,945315000.0,LTN 6 meses,1000000,LTN,0,2023-04-24
224,"1003859114,6",2025-04-01,0.0,1249989,5000000,12.0188,Venda,2023-04-20,4013663155.8,LTN 24 meses,5000000,LTN,0,2023-04-24
225,"117234976,11",2029-01-01,0.0,124990,500000,12.449,Venda,2023-04-20,468757409.3,NTN-F 6 anos,500000,NTN-F,0,2023-04-24
225,"111463566,78",2033-01-01,0.0,124990,500000,12.6435,Venda,2023-04-20,445679327.0,NTN-F 10 anos,500000,NTN-F,0,2023-04-24
224,"869791662,69",2026-07-01,0.0,1249987,5000000,12.0998,Venda,2023-04-20,3477619937.36,LTN 48 meses,5000000,LTN,0,2023-04-24
252,-,2060-08-15,0.0,-,63500,6.04,Venda,2023-04-25,262560044.96,NTN-B 40 anos,150000,NTN-B,0,2023-04-26
252,-,2040-08-15,0.0,-,65700,6.03,Venda,2023-04-25,272152427.17,NTN-B 15 anos,150000,NTN-B,0,2023-04-26
253,0,2029-03-01,0.0,0,158900,0.2006,Venda,2023-04-25,2063591928.35,LFT 6 anos,300000,LFT,0,2023-04-26
251,"2094623942,8",2028-08-15,0.0,499986,2000000,5.7839,Venda,2023-04-25,8378730375.99,NTN-B 5 anos,2000000,NTN-B,0,2023-04-26
253,"458336,52",2026-03-01,0.0,35,141100,0.1177,Venda,2023-04-25,1847750945.44,LFT 3 anos,300000,LFT,0,2023-04-26
282,0,2033-01-01,0.0,0,1000000,12.3067,Venda,2023-04-27,909388825.65,NTN-F 10 anos,1000000,NTN-F,0,2023-04-28
282,0,2029-01-01,0.0,0,300000,12.09,Venda,2023-04-27,285649405.39,NTN-F 6 anos,300000,NTN-F,0,2023-04-28
281,0,2026-07-01,0.0,0,10000000,11.7998,Venda,2023-04-27,7025552582.14,LTN 48 meses,10000000,LTN,0,2023-04-28
281,0,2025-04-01,0.0,0,6000000,11.8323,Venda,2023-04-27,4840850376.66,LTN 24 meses,6000000,LTN,0,2023-04-28
281,0,2024-04-01,0.0,0,850000,12.8587,Venda,2023-04-27,761162522.96,LTN 12 meses,1000000,LTN,0,2023-04-28
306,"132963860,78",2026-03-01,0.0,10134,71500,0.1221,Venda,2023-05-02,938120786.37,LFT 3 anos,150000,LFT,0,2023-05-03
304,"1570592146,77",2026-08-15,0.0,374588,1500000,5.7039,Venda,2023-05-02,6289278407.99,NTN-B 3 anos,1500000,NTN-B,0,2023-05-03
305,"148499628,03",2050-08-15,0.0,35699,150000,6.0173,Venda,2023-05-02,623706648.89,NTN-B 25 anos,150000,NTN-B,0,2023-05-03
305,"789118872,66",2033-05-15,0.0,186991,750000,6.0189,Venda,2023-05-02,3163752770.97,NTN-B 10 anos,750000,NTN-B,0,2023-05-03
306,0,2029-03-01,0.0,0,78500,0.214,Venda,2023-05-02,1020770520.17,LFT 6 anos,150000,LFT,0,2023-05-03
317,"8123703,07",2033-01-01,0.0,8800,1000000,12.0732,Venda,2023-05-04,922728004.37,NTN-F 10 anos,1000000,NTN-F,0,2023-05-05
317,"9977080,63",2029-01-01,0.0,10370,455000,11.8828,Venda,2023-05-04,437564542.32,NTN-F 6 anos,500000,NTN-F,0,2023-05-05
316,"1138695047,93",2026-07-01,0.0,1609010,10000000,11.6198,Venda,2023-05-04,7073899833.2,LTN 48 meses,10000000,LTN,0,2023-05-05
316,"964451144,74",2025-04-01,0.0,1189998,5000000,11.6948,Venda,2023-05-04,4050539242.29,LTN 24 meses,5000000,LTN,0,2023-05-05
316,0,2023-10-01,0.0,0,1000000,13.4887,Venda,2023-05-04,949130416.74,LTN 6 meses,1000000,LTN,0,2023-05-05
349,"522967236,04",2060-08-15,0.0,125000,500000,5.994,Venda,2023-05-09,2091003314.49,NTN-B 40 anos,500000,NTN-B,0,2023-05-10
349,"523210425,66",2040-08-15,0.0,125000,500000,5.979,Venda,2023-05-09,2091977951.47,NTN-B 15 anos,500000,NTN-B,0,2023-05-10
350,"742636366,99",2029-03-01,0.0,56901,300000,0.195,Venda,2023-05-09,3915412912.17,LFT 6 anos,300000,LFT,0,2023-05-10
348,0,2028-08-15,0.0,0,500000,5.55,Venda,2023-05-09,2125767420.98,NTN-B 5 anos,500000,NTN-B,0,2023-05-10
350,-,2026-03-01,0.0,-,0,0.0,Venda,2023-05-09,0.0,LFT 3 anos,300000,LFT,0,2023-05-10
387,0,2024-04-01,0.0,0,1000000,12.8676,Venda,2023-05-11,899286587.22,LTN 12 meses,1000000,LTN,0,2023-05-12
387,"1285468313,88",2025-04-01,0.0,1581150,7000000,11.6398,Venda,2023-05-11,5688481744.74,LTN 24 meses,7000000,LTN,0,2023-05-12
387,"2028939497,28",2026-07-01,0.0,2855999,12000000,11.5544,Venda,2023-05-11,8521255549.6,LTN 48 meses,12000000,LTN,0,2023-05-12
388,"32990862,28",2033-01-01,0.0,35700,150000,12.1077,Venda,2023-05-11,138554229.51,NTN-F 10 anos,150000,NTN-F,0,2023-05-12
388,"68774971,87",2029-01-01,0.0,71400,300000,11.907,Venda,2023-05-11,288840831.35,NTN-F 6 anos,300000,NTN-F,0,2023-05-12
412,"74130377,84",2050-08-15,0.0,17312,300000,5.835,Venda,2023-05-16,1284115068.56,NTN-B 25 anos,300000,NTN-B,0,2023-05-17
412,"435097584,98",2033-05-15,0.0,103000,1000000,5.678,Venda,2023-05-16,4222659517.97,NTN-B 10 anos,1000000,NTN-B,0,2023-05-17
413,0,2029-03-01,0.0,0,462500,0.177,Venda,2023-05-16,6058117579.78,LFT 6 anos,500000,LFT,0,2023-05-17
411,0,2026-08-15,0.0,0,1500000,5.488,Venda,2023-05-16,6361186855.46,NTN-B 3 anos,1500000,NTN-B,0,2023-05-17
413,"30688670,47",2026-03-01,0.0,2325,37500,0.091,Venda,2023-05-16,494978556.22,LFT 3 anos,500000,LFT,0,2023-05-17
421,"7129043,03",2033-01-01,0.0,7599,750000,11.8597,Venda,2023-05-18,703303293.01,NTN-F 10 anos,750000,NTN-F,0,2023-05-19
421,"11479430,39",2029-01-01,0.0,11789,1000000,11.6819,Venda,2023-05-18,973312503.72,NTN-F 6 anos,1000000,NTN-F,0,2023-05-19
420,0,2026-07-01,0.0,0,5000000,11.4128,Venda,2023-05-18,3572742803.2,LTN 48 meses,5000000,LTN,0,2023-05-19
420,"248301043,69",2025-04-01,0.0,304483,4000000,11.585,Venda,2023-05-18,3260513325.6,LTN 24 meses,4000000,LTN,0,2023-05-19
420,0,2023-10-01,0.0,0,1000000,13.5358,Venda,2023-05-18,953761442.37,LTN 6 meses,1000000,LTN,0,2023-05-19
435,"1599011406,84",2028-08-15,0.0,374996,1500000,5.5999,Venda,2023-05-23,6396113852.98,NTN-B 5 anos,1500000,NTN-B,0,2023-05-24
437,"83442392,53",2026-03-01,0.0,6305,30000,0.088,Venda,2023-05-23,397029623.61,LFT 3 anos,300000,LFT,0,2023-05-24
436,"535902060,05",2040-08-15,0.0,124999,500000,5.7963,Venda,2023-05-23,2142808974.97,NTN-B 15 anos,500000,NTN-B,0,2023-05-24
437,"645074344,28",2029-03-01,0.0,49166,154800,0.193,Venda,2023-05-23,2031027712.32,LFT 6 anos,300000,LFT,0,2023-05-24
436,"536893279,66",2060-08-15,0.0,125000,500000,5.8479,Venda,2023-05-23,2146749895.49,NTN-B 40 anos,500000,NTN-B,0,2023-05-24
456,"204473134,3",2024-04-01,10010790130.95,226000,1000000,12.7639,Venda,2023-05-25,904317085.11,LTN 12 meses,1000000,LTN,11070000,2023-05-26
456,"1562256096,95",2025-04-01,0.0,1904000,8000000,11.3448,Venda,2023-05-25,6561299263.4,LTN 24 meses,8000000,LTN,0,2023-05-26
457,"356298526,43",2033-01-01,0.0,374997,1500000,11.658,Venda,2023-05-25,1424578890.54,NTN-F 10 anos,1500000,NTN-F,0,2023-05-26
457,"246182778,4",2029-01-01,0.0,250000,1000000,11.454,Venda,2023-05-25,984306945.34,NTN-F 6 anos,1000000,NTN-F,0,2023-05-26
456,"1804292881,53",2026-07-01,0.0,2499998,10000000,11.1498,Venda,2023-05-25,7214150693.85,LTN 48 meses,10000000,LTN,0,2023-05-26
480,0,2050-08-15,20024578504.71,0,87800,5.718,Venda,2023-05-30,383040956.99,NTN-B 25 anos,150000,NTN-B,4590000,2023-05-31
480,"24826712,48",2033-05-15,9997463511.36,5809,500000,5.568,Venda,2023-05-30,2136210151.96,NTN-B 10 anos,500000,NTN-B,2340000,2023-05-31
481,"23691764,7",2029-03-01,0.0,1800,235000,0.1825,Venda,2023-05-30,3093091504.13,LFT 6 anos,300000,LFT,0,2023-05-31
478,0,2026-08-15,0.0,0,285600,5.577,Venda,2023-05-30,1212615143.26,NTN-B 3 anos,300000,NTN-B,0,2023-05-31
481,0,2026-03-01,14001025643.47,0,65000,0.08,Venda,2023-05-30,862622433.01,LFT 3 anos,300000,LFT,1055000,2023-05-31
493,"358381696,62",2033-01-01,0.0,374999,1500000,11.5897,Venda,2023-06-01,1432902176.67,NTN-F 10 anos,1500000,NTN-F,0,2023-06-02
493,"371378928,73",2029-01-01,0.0,374998,1500000,11.3529,Venda,2023-06-01,1484888523.85,NTN-F 6 anos,1500000,NTN-F,0,2023-06-02
492,"2537669148,73",2026-07-01,0.0,3499927,14000000,11.0575,Venda,2023-06-01,10146641466.7,LTN 48 meses,14000000,LTN,0,2023-06-02
492,"488687381,16",2025-04-01,0.0,594165,2500000,11.328,Venda,2023-06-01,2055317276.5,LTN 24 meses,2500000,LTN,0,2023-06-02
492,"19502980,1",2023-10-01,0.0,20333,1000000,13.4941,Venda,2023-06-01,958697112.84,LTN 6 meses,1000000,LTN,0,2023-06-02
521,"13106589,93",2026-03-01,0.0,985,40650,0.0769,Venda,2023-06-06,540896326.17,LFT 3 anos,500000,LFT,0,2023-06-07
519,"34590504,35",2028-08-15,0.0,7999,1500000,5.3489,Venda,2023-06-06,6486530383.47,NTN-B 5 anos,1500000,NTN-B,0,2023-06-07
520,0,2040-08-15,0.0,0,133200,5.528,Venda,2023-06-06,588944690.92,NTN-B 15 anos,150000,NTN-B,0,2023-06-07
520,-,2060-08-15,0.0,-,26950,5.608,Venda,2023-06-06,120272867.8,NTN-B 40 anos,150000,NTN-B,0,2023-06-07
521,"73143077,53",2029-03-01,0.0,5543,243950,0.1831,Venda,2023-06-06,3219060754.94,LFT 6 anos,500000,LFT,0,2023-06-07
531,"206227484,42",2033-01-01,0.0,210999,1500000,11.2035,Venda,2023-06-07,1465454953.78,NTN-F 10 anos,1500000,NTN-F,0,2023-06-09
